"job_run_id","begin","end","execution_key"
"jr_905fa4e384a11cac53f006bd8b8a7d2e77a7d93fb085ce7d5ac76d022b654b80","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_742d2cf55f6ea89f8398dac6057fc2ca4fbdbb5a275eb7b527d298fc613f555b","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_cf7498d4b43eeb7538e52c9a21f7eafe38d0a95b7257aacf6ed11bca092d10a0","(2020, 8, 31, '2020-08-19 18:13:41 -0300')","(2020, 8, 31, '2020-08-19 18:13:41 -0300')","servicing_events_raw.onboarding_loan_created_v1_v1"
"jr_305f24c1e3bfff12c1ea60f2eac03b300751b866ae57f98467bd2e6557639034","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_974380171b67916088f201690b03107800fa3c07290612bd1cb2d4acc0d05dcb","(2020, 8, 30, '2020-08-12 09:31:34 -0300')","(2020, 8, 30, '2020-08-12 09:31:34 -0300')","servicing_events_raw.billing_loan_contract_extension_renegotiated_v1_v1"
"jr_a8860997c7fd68c43a75668f8f1e6435d439badf85211b63d71a9a1dfa5316e9","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_b7054f0c25ac092249d4cc9f88dae626ec43a1835b5515df01bb2e629e771512","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_e7003e5988f32a4c7a14b9f1d073721166d372a9d11bcc52cf6643b5471a0446","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_cecc9a78f014b4c827964cd9279be728889c502471e025939f6575a6d3d8ed8f","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_5ea30c268886eada834690c918a5c0ee766e43bebaa116d187ee590ec26cf65e","(2020, 8, 22, '2020-08-22T04:49:02.434060')","(2020, 8, 22, '2020-08-22T04:49:02.434060')","platform_events_raw.document_document_created_v1_v1"
"jr_742d2cf55f6ea89f8398dac6057fc2ca4fbdbb5a275eb7b527d298fc613f555b","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_679a13fc8e5053a3e2761d440d4ff7e7743e26a66460757c7bf152754ec5b640","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_53276c86f8489d3274561a5d60193fbaf81dbae6ec727f911c498a0ebc5b61b1","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_905fa4e384a11cac53f006bd8b8a7d2e77a7d93fb085ce7d5ac76d022b654b80","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_4006c18d721bd1f876381de443bb796a027f42fb163b1a0e7332a24ba3e1cc58","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_a06586ebc3ae56c7ea3ed15b3a39151a622eaca6dc1100736f90ec7e8ee175f6","(2020, 8, 23, '2020-08-23T20:36:37.502647')","(2020, 8, 23, '2020-08-23T20:36:37.502647')","platform_events_raw.document_document_created_v1_v1"
"jr_b6242e907e8efd00c944ac66bffa5f850817c3f781830e652cc10db1cd80c24f","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_02cb6c36d51443749d98346c8713d356a08766946e1d45d8bb3cfadf5480d0b5","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_fcb966644c835c4eda5db3e0091aa62e033549cf5abdb2d91d54fedb31ff132c","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_9c208cd6e70c95bbfe3bc935e9b857f6a06bbe089e439620747b28facd2c4ecf","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_679a13fc8e5053a3e2761d440d4ff7e7743e26a66460757c7bf152754ec5b640","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_742d2cf55f6ea89f8398dac6057fc2ca4fbdbb5a275eb7b527d298fc613f555b","(2020, 8, 22, '2020-08-22T17:02:10.167919')","(2020, 8, 22, '2020-08-22T18:36:53.879792')","platform_events_raw.document_document_created_v1_v1"
"jr_31c4e6bf6103ac08fc63febc0d26134279a48e2354df439b6bd378431311c9e6","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_e3fd842ee2c9a05c3a471b41eafc198ee32e762886d0519b87718cdc6948b7c2","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_224caf3f3bfb6bfdd8061810a0e970e7ef80a3765143710d18408b410e7952e3","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_52c6d2f783bcc9dcb8f847ca6e29bfc1569d61a2c4118b83f3d25790c7eb8baf","(2020, 12, 31, '2020-08-17T20:17:09.579236')","(2020, 12, 31, '2020-08-17T20:17:09.579236')","bacen_authorization_events_raw.authorization_authorization_delivered_to_institution_v1_v1"
"jr_7db33cbbbe04c9b06c1edb11f368a1b5a900ce8890015426300e4934816e4593","(2020, 8, 22, '2020-08-22T22:09:01.248970')","(2020, 8, 23, '2020-08-23T01:37:34.748993')","platform_events_raw.document_document_created_v1_v1"
"jr_eb032e28cd14b96bdca95d918d36d4c7dd6e9d6b25f9b691470ab6f3ca128b57","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_b6242e907e8efd00c944ac66bffa5f850817c3f781830e652cc10db1cd80c24f","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_2eb533263113095bb066a88f10ffa3708c7c53d80939da793ddd7a7f043b2352","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_e3fd842ee2c9a05c3a471b41eafc198ee32e762886d0519b87718cdc6948b7c2","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_6c3936913769376cb1b7b3db5e966bf7e4b4e9adb06fa8a999ede41ce0f56773","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_305f24c1e3bfff12c1ea60f2eac03b300751b866ae57f98467bd2e6557639034","(2020, 8, 30, '2020-08-12 09:31:34 -0300')","(2020, 8, 30, '2020-08-12 09:31:34 -0300')","servicing_events_raw.billing_loan_contract_extension_renegotiated_v1_v1"
"jr_53276c86f8489d3274561a5d60193fbaf81dbae6ec727f911c498a0ebc5b61b1","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","servicing_events_raw.billing_loan_change_due_date_renegotiated_v1_v1"
"jr_a8860997c7fd68c43a75668f8f1e6435d439badf85211b63d71a9a1dfa5316e9","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_eb032e28cd14b96bdca95d918d36d4c7dd6e9d6b25f9b691470ab6f3ca128b57","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_974380171b67916088f201690b03107800fa3c07290612bd1cb2d4acc0d05dcb","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_94b2f6d60300d27aaa7117d49e3e39d2333506d6afcb64e38375c33cc15740b9","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_e7003e5988f32a4c7a14b9f1d073721166d372a9d11bcc52cf6643b5471a0446","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_b6242e907e8efd00c944ac66bffa5f850817c3f781830e652cc10db1cd80c24f","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_52c6d2f783bcc9dcb8f847ca6e29bfc1569d61a2c4118b83f3d25790c7eb8baf","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_227387f453b83bf5a7a3bcca58d1c84007ecb75f59cc771603def80f74964d02","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_e7003e5988f32a4c7a14b9f1d073721166d372a9d11bcc52cf6643b5471a0446","(2020, 12, 31, '2020-08-17T20:17:09.579236')","(2020, 12, 31, '2020-08-17T20:17:09.579236')","bacen_authorization_events_raw.authorization_authorization_delivered_to_institution_v1_v1"
"jr_974380171b67916088f201690b03107800fa3c07290612bd1cb2d4acc0d05dcb","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_905fa4e384a11cac53f006bd8b8a7d2e77a7d93fb085ce7d5ac76d022b654b80","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_565db09c9b9a90a17151f96a28d2af3766630cc3c3d7a32b5649391d3f6cc1d5","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_809d54e68c7412cb3b2803554ac42d28fd64bab00b00e9e1d6463636390cf27c","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_6c3936913769376cb1b7b3db5e966bf7e4b4e9adb06fa8a999ede41ce0f56773","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_742d2cf55f6ea89f8398dac6057fc2ca4fbdbb5a275eb7b527d298fc613f555b","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_4ebf339191471492f303238f0357bd69ac6cdaa13c447f0ad17e2b904785fa17","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_4006c18d721bd1f876381de443bb796a027f42fb163b1a0e7332a24ba3e1cc58","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_227387f453b83bf5a7a3bcca58d1c84007ecb75f59cc771603def80f74964d02","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_31c4e6bf6103ac08fc63febc0d26134279a48e2354df439b6bd378431311c9e6","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_7e561507504e9cf643f6d03f865a706fdf497ed6798c10f54b7b0fc51ae64338","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_01f27adc130bc9cc32f32ce6e796601278e4140d2900303b8c9b12afea9a2e06","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_4b7e8114b90271a312274abc73f9b8ca8e71f69d48cf43ace4e508471aa02bbb","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_22c8c018fea500f0cbbcaac4a1dbc77bbfd3e2cf2a0c4ff7d823a5115c31f45e","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_224caf3f3bfb6bfdd8061810a0e970e7ef80a3765143710d18408b410e7952e3","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_224caf3f3bfb6bfdd8061810a0e970e7ef80a3765143710d18408b410e7952e3","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_e7003e5988f32a4c7a14b9f1d073721166d372a9d11bcc52cf6643b5471a0446","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_809d54e68c7412cb3b2803554ac42d28fd64bab00b00e9e1d6463636390cf27c","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_58ae0e4f492381a03e5c820c7863fa30c240bd81db4abaff9b5e51716fe07fb9","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_e3fd842ee2c9a05c3a471b41eafc198ee32e762886d0519b87718cdc6948b7c2","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_7e561507504e9cf643f6d03f865a706fdf497ed6798c10f54b7b0fc51ae64338","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_4006c18d721bd1f876381de443bb796a027f42fb163b1a0e7332a24ba3e1cc58","(2020, 8, 31, '2020-08-19T10:34:13.498065')","(2020, 8, 31, '2020-08-19T10:34:13.498065')","data_events_raw.geocode_address_geocoded_v1_v1"
"jr_53276c86f8489d3274561a5d60193fbaf81dbae6ec727f911c498a0ebc5b61b1","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_cab28216955c42db01b2ecdb613488e897fe0fa5df27a85cbe58bfc68141c09b","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_8ec949fe0bb3eb1a74e83fd05e280258571232ede001670aa7584ce038ec9497","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_38454c09ffec4b36d0c9e37fad829631dea3705709f0bcf01d8f52d68d68143e","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_305f24c1e3bfff12c1ea60f2eac03b300751b866ae57f98467bd2e6557639034","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_5ea30c268886eada834690c918a5c0ee766e43bebaa116d187ee590ec26cf65e","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_679a13fc8e5053a3e2761d440d4ff7e7743e26a66460757c7bf152754ec5b640","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_550d52a7258565b7fc1fffa6a271a97ec109cf3c67568e509c49369f25ee4cc2","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","servicing_events_raw.billing_loan_change_due_date_renegotiated_v1_v1"
"jr_4b7e8114b90271a312274abc73f9b8ca8e71f69d48cf43ace4e508471aa02bbb","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_38454c09ffec4b36d0c9e37fad829631dea3705709f0bcf01d8f52d68d68143e","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_4006c18d721bd1f876381de443bb796a027f42fb163b1a0e7332a24ba3e1cc58","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_a2bdfa9bb16478abf80f22da542039736d9c9d1c41f1aba6b3762723fcec0b95","(2020, 8, 31, '2020-08-19 18:13:41 -0300')","(2020, 8, 31, '2020-08-19 18:13:41 -0300')","servicing_events_raw.onboarding_loan_created_v1_v1"
"jr_a06586ebc3ae56c7ea3ed15b3a39151a622eaca6dc1100736f90ec7e8ee175f6","(2020, 12, 31, '2020-08-17T20:17:09.579236')","(2020, 12, 31, '2020-08-17T20:17:09.579236')","bacen_authorization_events_raw.authorization_authorization_delivered_to_institution_v1_v1"
"jr_14a104405d61b0cf0f9ee1995ed9edcaf12a60c8eff71d2d6a868e391a574b96","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_a8578c183465db1dc7f635af4d951a4c64e748b586afbe83078f9bd0e1fa6a3d","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","servicing_events_raw.billing_loan_change_due_date_renegotiated_v1_v1"
"jr_14a104405d61b0cf0f9ee1995ed9edcaf12a60c8eff71d2d6a868e391a574b96","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_b7054f0c25ac092249d4cc9f88dae626ec43a1835b5515df01bb2e629e771512","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_d38da21d78d9ffcdb715bf2aa38112c89f5ed98ae4a499b9bead2bab01369eac","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","servicing_events_raw.billing_loan_change_due_date_renegotiated_v1_v1"
"jr_a06586ebc3ae56c7ea3ed15b3a39151a622eaca6dc1100736f90ec7e8ee175f6","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_d38da21d78d9ffcdb715bf2aa38112c89f5ed98ae4a499b9bead2bab01369eac","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_ee2638cd1d1a6b8fc111ece2d5d6d852cc214f20ddb9802cf21b2ff4d0b3e4c3","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_94b2f6d60300d27aaa7117d49e3e39d2333506d6afcb64e38375c33cc15740b9","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
"jr_a2bdfa9bb16478abf80f22da542039736d9c9d1c41f1aba6b3762723fcec0b95","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_1734caea5aff2fa23adc2989a9370313ed3f55a6a77908b898365421933060ed","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_94b2f6d60300d27aaa7117d49e3e39d2333506d6afcb64e38375c33cc15740b9","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","servicing_events_raw.billing_loan_change_due_date_renegotiated_v1_v1"
"jr_550d52a7258565b7fc1fffa6a271a97ec109cf3c67568e509c49369f25ee4cc2","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_6dee40a9c4cbdf9143dcd4567387ac3b5aa832ecdabd8446ecb16713a2b9afc9","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_cf7498d4b43eeb7538e52c9a21f7eafe38d0a95b7257aacf6ed11bca092d10a0","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_52c6d2f783bcc9dcb8f847ca6e29bfc1569d61a2c4118b83f3d25790c7eb8baf","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_7db33cbbbe04c9b06c1edb11f368a1b5a900ce8890015426300e4934816e4593","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","(2020, 8, 31, '2020-08-19 17:23:36 -0300')","servicing_events_raw.billing_loan_change_due_date_renegotiated_v1_v1"
"jr_01f27adc130bc9cc32f32ce6e796601278e4140d2900303b8c9b12afea9a2e06","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_f3868b1c5deddbf8c53fd668654fe4eea54e4f5a558db7ad8723cd4db1fe2827","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_2ef12028890ec1444af3b81720b2425e229fef6bcb7b7242765243e76906c1e5","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","(2020, 12, 31, '2020-08-17 13:39:39 -0300')","auto_refinancing_events_raw.autofill_unavailable_professional_data_v1_v1"
"jr_051d94e9f83d066ea124e31caae11ceb978a5db28e2675513d54bc510ed18264","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_a8578c183465db1dc7f635af4d951a4c64e748b586afbe83078f9bd0e1fa6a3d","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_550d52a7258565b7fc1fffa6a271a97ec109cf3c67568e509c49369f25ee4cc2","(2020, 8, 31, '2020-08-19T18:42:04.465869')","(2020, 8, 31, '2020-08-19T18:42:04.465869')","origination_platform_events_raw.surprise_application_available_v1_v1"
"jr_58ae0e4f492381a03e5c820c7863fa30c240bd81db4abaff9b5e51716fe07fb9","(2020, 1, 29, '2020-01-29T15:00:58.637303-0200')","(2020, 1, 29, '2020-01-29T15:00:58.637303-0200')","data_events_raw.probability_of_default_params_validated_v1_v1"
"jr_2ef12028890ec1444af3b81720b2425e229fef6bcb7b7242765243e76906c1e5","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","(2020, 8, 31, '2020-08-19T12:03:46.933272-0300')","data_events_raw.tickititas_params_validated_v2_v1"
"jr_5ea30c268886eada834690c918a5c0ee766e43bebaa116d187ee590ec26cf65e","(2020, 8, 31, '2020-08-20T02:39:36.086360')","(2020, 8, 31, '2020-08-20T02:39:36.086360')","snowplow_events_raw.enrich_avro_enriched_v4_v1"
